,company_name,ticker,exchange,share_price,shares_offered,dollar_value_of_shares,date_of_priced,href,employees,shares_outstanding,stock_valuation,company_address,phone,sicdescription,ebit,grossprofit,netincome,totalrevenue,costofrevenue,totalassets,revenue_growth
412,Jamf Holding Corp.,JAMF,NASDAQ Global Select,26.0,"18,000,000","$468,000,000",2020-07-22,/market-activity/ipos/overview?dealId=1037257-92948,1318,"116,362,404",3025422504.0,100 WASHINGTON AVE. S. SUITE 1100  MINNEAPOLIS MN 55401,612-605-6625,Services-Prepackaged Software,-20256000.0,147998000.0,-32600000.0,204027000.0,56029000.0,904808000.0,0.39208662545543865
413,"Montrose Environmental Group, Inc.",MEG,NYSE,15.0,"10,000,000","$150,000,000",2020-07-23,/market-activity/ipos/overview?dealId=967379-92951,1730,"20,912,422",313686330.0,"1 PARK PLAZA, SUITE 1000   IRVINE CA 92614",(949) 988-3500,Services-Management Consulting Services,-8945000.0,69871000.0,-23557000.0,233854000.0,163983000.0,331838000.0,0.23860067265167767
414,Skillful Craftsman Education Technology Ltd,EDTK,NASDAQ Capital,5.0,"3,000,000","$15,000,000",2020-07-23,/market-activity/ipos/overview?dealId=1115567-92220,44,"12,000,000",60000000.0,"FLOOR 4 BLDG 1 NO. 311 YANXIN RD   HUISHAN QU, WUXI SHI  214406",13395136886,Services-Educational Services,11479165.0,15210281.0,8675058.0,24668840.0,9458559.0,43537673.0,0.6544561790942154
415,"Vertex, Inc.",VERX,NASDAQ Global,19.0,"21,150,000","$401,850,000",2020-07-29,/market-activity/ipos/overview?dealId=1121387-92995,1100,"22,576,819",428959561.0,2301 RENAISSANCE BOULEVARD   KING OF PRUSSIA PA 19406,(800) 355-3500,Services-Prepackaged Software,31855000.0,211122000.0,31057000.0,321500000.0,110378000.0,264623000.0,0.1802366346919821
416,Vasta Platform Ltd,VSTA,NASDAQ Global Select,19.0,"18,575,492","$352,934,348",2020-07-31,/market-activity/ipos/overview?dealId=1121456-93023,1956,"18,575,492",352934348.0,"AVENIDA PAULISTA, 1106, 10TH FLOOR BELA VISTA  SAO PAULO  01310-100",55 11 3133-7559,Services-Educational Services,20497000.0,134893000.0,-15091000.0,246025000.0,111132000.0,1533247000.0,2.870447573350114
417,"Vital Farms, Inc.",VITL,NASDAQ Global Select,22.0,"9,303,977","$204,687,494",2020-07-31,/market-activity/ipos/overview?dealId=909374-93058,158,"39,175,767",861866874.0,3601 SOUTH CONGRESS AVENUE SUITE C100  AUSTIN TX 78704,(877) 455-3063,Food and kindred products,3350000.0,42877000.0,2385000.0,140733000.0,97856000.0,61948000.0,0.31879902167495994
418,1847 Goedeker Inc.,GOED,NYSE MKT,9.0,"1,111,200","$10,000,800",2020-07-31,/market-activity/ipos/overview?dealId=1115447-92206,67,"5,861,200",52750800.0,13850 MANCHESTER ROAD   BALLWIN MO 63011,8887681710,"Retail-Home Furniture, Furnishings and Equipment Stores",-5181031.0,8014042.0,-5603136.0,47615013.0,39600971.0,13906863.0,-0.15438220457640447
419,Fathom Holdings Inc.,FTHM,NASDAQ Capital,10.0,"3,430,000","$34,300,000",2020-07-31,/market-activity/ipos/overview?dealId=1067931-91483,22,"13,653,168",136531680.0,2000 REGENCY PARKWAY DRIVE SUITE 300  CARY NC 27518,8884556040,Real Estate Agents and Managers (For Others),-3990588.0,5949044.0,-4092297.0,111205854.0,105256810.0,2490033.0,0.4385233238457021
420,"BigCommerce Holdings, Inc.",BIGC,NASDAQ Global,24.0,"9,019,565","$216,469,560",2020-08-05,/market-activity/ipos/overview?dealId=951245-93094,690,"60,792,991",1459031784.0,"11305 FOUR POINTS DR, BLDG 2, 3RD FLOOR   AUSTIN TX 78726",1-888-699-8911,Services-Prepackaged Software,-40987000.0,85080000.0,-42590000.0,112103000.0,27023000.0,56064000.0,0.2202749627178421
421,"Rackspace Technology, Inc.",RXT,NASDAQ Global Select,21.0,"33,500,000","$703,500,000",2020-08-05,/market-activity/ipos/overview?dealId=1121969-93069,6800,"199,057,382",4180205022.0,1 FANATICAL PLACE CITY OF WINDCREST  SAN ANTONIO TX 78218,(210) 312-4000,"Services-Computer Programming, Data Processing, Etc.",101600000.0,1011200000.0,-102300000.0,2438100000.0,1426900000.0,6272400000.0,-0.0059931506849315065
422,"Oak Street Health, Inc.",OSH,NYSE,21.0,"15,625,000","$328,125,000",2020-08-06,/market-activity/ipos/overview?dealId=895338-93079,2300,"238,535,856",5009252976.0,"30 W. MONROE ST., STE. 1200   CHICAGO IL 60603",312-773-3374,Services-Health Services,-103876000.0,415751000.0,-107862000.0,556604000.0,140853000.0,301822000.0,0.7506683693047073
423,"Acutus Medical, Inc.",AFIB,NASDAQ Global Select,18.0,"8,823,529","$158,823,522",2020-08-06,/market-activity/ipos/overview?dealId=857589-93114,224,"26,107,305",469931490.0,2210 FARADAY AVE SUITE 100  CARLSBAD CA 92008,442-232-6080,Surgical and Medical Instruments and Apparatus,-72569000.0,-6407000.0,-97039000.0,2836000.0,9243000.0,105455000.0,0.30932594644506
424,KE Holdings Inc.,BEKE,NYSE,20.0,"106,000,000","$2,120,000,000",2020-08-13,/market-activity/ipos/overview?dealId=1123420-93188,87706,"106,000,000",2120000000.0,BUILDING FUDAO NO. 11 KAITUO ROAD  BEIJING  100085,861058104689,Real Estate Agents and Managers (For Others),-256333000.0,1617647000.0,-313471000.0,6605927000.0,4988280000.0,8597122000.0,0.5832409006981101
425,NetSTREIT Corp.,NTST,NYSE,18.0,"12,500,000","$225,000,000",2020-08-13,/market-activity/ipos/overview?dealId=1105537-93127,15,"24,297,645",437357610.0,5910 N. CENTRAL EXPRESSWAY SUITE 1600  DALLAS TX 75206,972-200-7100,Real Estate Investment Trusts,-2791000.0,19153000.0,-8044000.0,20318000.0,1165000.0,433922000.0,-0.14730569078395164
426,"DUCK CREEK TECHNOLOGIES, INC.",DCT,NASDAQ Global Select,27.0,"15,000,000","$405,000,000",2020-08-14,/market-activity/ipos/overview?dealId=145727-93184,1355,"128,437,830",3467821410.0,"22 BOSTON WHARF ROAD, FLOOR 10   BOSTON MA 02210",(833) 798-7789,Services-Prepackaged Software,-14151000.0,99095000.0,-16896000.0,171273000.0,72178000.0,467277000.0,0.07267534712436352
427,XPENG INC.,XPEV,NYSE,15.0,"99,733,334","$1,496,000,010",2020-08-27,/market-activity/ipos/overview?dealId=1124749-93369,3676,"99,733,334",1496000010.0,"NO. 8 SONGGANG ROAD, CHANGXING STREET CENCUN, TIANHE DISTRICT  GUANGZHOU, GUANGDONG  510640",86-020-6680-6680,Motor Vehicles and Passenger Car Bodies,-542741000.0,-80127000.0,-530610000.0,333236000.0,413363000.0,1328131000.0,234.66902404526166
428,GREENPOWER MOTOR Co INC.,GP,NASDAQ Capital,20.0,"1,860,000","$37,200,000",2020-08-28,/market-activity/ipos/overview?dealId=913614-93705,48,"18,258,726",365174520.0,#240 - 209 CARRALL STREET   VANCOUVER  V6B 2J2,604-220-8048,Truck and Bus Bodies,-3117442.0,1858142.0,-4544151.0,6082561.0,4224419.0,11910299.0,0.7298894019491741
429,"Harbor Custom Development, Inc.",HCDI,NASDAQ Capital,6.0,"1,766,700","$10,600,200",2020-08-28,/market-activity/ipos/overview?dealId=1113794-92047,40,"5,363,043",32178258.0,11505 BURNHAM DR. NW SUITE 301  GIG HARBOR WA 98332,2536490636,Operative Builders,-158400.0,3308400.0,235600.0,30953500.0,27645100.0,31762300.0,4.401724168019126
430,"Applied UV, Inc.",AUVI,NASDAQ Capital,5.0,"1,000,000","$5,000,000",2020-08-31,/market-activity/ipos/overview?dealId=1122713-93122,26,"6,393,129",31965645.0,150 N. MACQUESTEN PKWY   MOUNT VERNON NY 10550,9292073751,Electric Lighting And Wiring Equipment,3319990.0,3319990.0,4717792.0,9329720.0,6009730.0,4769387.0,0.23467069960420536
431,"Outset Medical, Inc.",OM,NASDAQ Global Select,27.0,"8,951,111","$241,679,997",2020-09-15,/market-activity/ipos/overview?dealId=822666-93730,273,"40,985,628",1106611956.0,3052 ORCHARD DRIVE   SAN JOSE CA 95134,669-231-8200,Electromedical and Electrotherapeutic Apparatus,-70307000.0,-17802000.0,-68299000.0,15078000.0,32880000.0,88366000.0,6.512705530642751
432,JFrog Ltd,FROG,NASDAQ Global Select,44.0,"11,568,218","$509,001,592",2020-09-16,/market-activity/ipos/overview?dealId=1126085-93750,590,"88,675,175",3901707700.0,270 E CARIBBEAN DRIVE   SUNNYVALE CA 94089,(408) 329-1540,Services-Prepackaged Software,-6937000.0,84681000.0,-5394000.0,104716000.0,20035000.0,238040000.0,0.6482402568784235
433,Pactiv Evergreen Inc.,PTVE,NASDAQ Global Select,14.0,"41,026,000","$574,364,000",2020-09-17,/market-activity/ipos/overview?dealId=867105-93742,15033,"175,434,000",2456076000.0,1900 W. FIELD COURT   LAKE FOREST IL 60045,800-879-5067,"Plastics, Foil and Coated Paper Bags",290000000.0,847000000.0,91000000.0,5191000000.0,4344000000.0,16175000000.0,-0.022042200452147703
434,"Sumo Logic, Inc.",SUMO,NASDAQ Global Select,22.0,"14,800,000","$325,600,000",2020-09-17,/market-activity/ipos/overview?dealId=966801-93741,710,"98,689,892",2171177624.0,305 MAIN STREET   REDWOOD CITY CA 94063,650-810-8700,Services-Prepackaged Software,-48173000.0,74632000.0,-47789000.0,103642000.0,29010000.0,113565000.0,0.528012030429911
435,"Broadstone Net Lease, Inc.",BNL,NYSE,17.0,"33,500,000","$569,500,000",2020-09-17,/market-activity/ipos/overview?dealId=767884-93318,73,"33,500,000",569500000.0,800 CLINTON SQUARE   ROCHESTER NY 14604,585-287-6500,Real Estate Investment Trusts,134980000.0,252706000.0,79394000.0,298815000.0,46109000.0,3917858000.0,0.2582796794663949
436,American Well Corp,AMWL,NYSE,18.0,"41,222,222","$741,999,996",2020-09-17,/market-activity/ipos/overview?dealId=738207-93758,686,"193,705,145",3486692610.0,75 State Street 26th Floor   Boston MA 02109,6172053500,"Services-Business Services, Not Elsewhere Classified",-94704000.0,68881000.0,-87190000.0,148857000.0,79976000.0,499881000.0,0.30627879426089244
437,Unity Software Inc.,U,NYSE,52.0,"25,000,000","$1,300,000,000",2020-09-18,/market-activity/ipos/overview?dealId=1120917-93746,3379,"263,366,733",13695070116.0,30 - 3RD STREET   SAN FRANCISCO CA 94103,415-539-3162,Services-Prepackaged Software,-150669000.0,423182000.0,-163190000.0,541779000.0,118597000.0,762860000.0,0.4229071187509028
438,"GoodRx Holdings, Inc.",GDRX,NASDAQ Global Select,33.0,"34,615,384","$1,142,307,672",2020-09-23,/market-activity/ipos/overview?dealId=1114942-93818,338,"37,645,687",1242307671.0,2701 OLYMPIC BOULEVARD   SANTA MONICA CA 90404,(855) 268-2822,Services-Computer Processing and Data Preparation,139676000.0,374208000.0,66048000.0,388224000.0,14016000.0,386796000.0,0.5558708250174333
439,BENTLEY SYSTEMS INC,BSY,NASDAQ Global Select,22.0,"10,750,000","$236,500,000",2020-09-23,/market-activity/ipos/overview?dealId=108076-93737,4010,"249,632,970",5491925340.0,690 PENNSYLVANIA DR   EXTON PA 19341,--,Services-Prepackaged Software,141865000.0,592504000.0,103096000.0,736654000.0,144150000.0,994599000.0,0.0649752063726128
440,"Laird Superfood, Inc.",LSF,NYSE MKT,22.0,"2,650,000","$58,300,000",2020-09-23,/market-activity/ipos/overview?dealId=972907-93853,115,"8,375,970",184271340.0,275 W. LUNDGREN MILL DR.   SISTERS OR 97759,(541) 548-0577,Food and kindred products,-8751971.0,5084634.0,-8503948.0,13103728.0,8019094.0,16402185.0,0.5804605478512938
441,"Corsair Gaming, Inc.",CRSR,NASDAQ Global Select,17.0,"14,000,000","$238,000,000",2020-09-23,/market-activity/ipos/overview?dealId=1126006-93738,1990,"91,849,366",1561439222.0,47100 BAYSIDE PARKWAY   FREMONT CA 94538,5106578747,"Computer Peripheral Equipment, Not Elsewhere Classified",23707000.0,224287000.0,-8394000.0,1097174000.0,872887000.0,1059718000.0,0.17025277504311756
442,VIA optronics AG,VIAO,NYSE,15.0,"6,250,000","$93,750,000",2020-09-25,/market-activity/ipos/overview?dealId=1127146-93902,585,"7,653,505",114802575.0,SIEBOLDSTR. 18   NUREMBERG  D-90411,49 911 597 575-0,Semiconductors and Related Devices,-12318312.0,11249479.0,-14994092.0,154043660.0,142794181.0,91664173.0,-0.21508830214946048
443,Siyata Mobile Inc.,SYTA,NASDAQ Capital,6.0,"2,100,000","$12,600,000",2020-09-25,/market-activity/ipos/overview?dealId=972172-93745,20,"3,113,203",18679218.0,2200 - 885 WEST GEORGIA STREET   VANCOUVER  V6C 3E8,514-500-1181,Radiotelephone Communications,-6718245.0,2534964.0,-7835243.0,10040325.0,7505361.0,16202658.0,-0.03568540043260211
444,TELOS CORP,TLS,NASDAQ Global,17.0,"14,968,859","$254,470,603",2020-11-19,/market-activity/ipos/overview?dealId=756-94307,808,"62,400,000",1060800000.0,19886 ASHBURN ROAD   ASHBURN VA 20147,7034716000,Services-Computer Integrated Systems Design,5025000.0,52344000.0,-6401000.0,159218000.0,106874000.0,77692000.0,0.15361987015998146
445,Yatsen Holding Ltd,YSG,NYSE,10.5,"58,750,000","$616,875,000",2020-11-19,/market-activity/ipos/overview?dealId=1133021-94554,3355,"58,750,000",616875000.0,"32-35, 38/F, POLY MIDTOWN PLAZA NO.23 EAST XUANYUE STREET  GUANGZHOU  510330",86 20 38373543,"Perfumes, Cosmetics and Other Toilet Preparations",20638000.0,276736000.0,10055000.0,435156000.0,158420000.0,288602000.0,3.702609823310099
446,"MARAVAI LIFESCIENCES HOLDINGS, INC.",MRVI,NASDAQ Global Select,27.0,"60,000,000","$1,620,000,000",2020-11-20,/market-activity/ipos/overview?dealId=1132902-94542,390,"88,965,664",2402072928.0,10770 WATERIDGE CIRCLE SUITE 200   SAN DIEGO CA 92121,(858) 546-0004,Pharmaceutical Preparations,23988000.0,76291000.0,-4470000.0,143140000.0,66849000.0,577796000.0,0.15591159060993434
447,Sotera Health Co,SHC,NASDAQ Global Select,23.0,"46,600,000","$1,071,800,000",2020-11-20,/market-activity/ipos/overview?dealId=1132288-94491,2900,"277,431,755",6380930365.0,"9100 SOUTH HILLS BLVD, SUITE 300   BROADVIEW HEIGHTS OH 44147",440-262-1410,"Services-Miscellaneous Health and Allied Services, Not Elsewhere Classified",183597000.0,395431000.0,-20850000.0,778327000.0,382896000.0,2580674000.0,0.04312543473220496
448,Vision Marine Technologies Inc.,VMAR,NASDAQ Capital,10.0,"2,400,000","$24,000,000",2020-11-24,/market-activity/ipos/overview?dealId=1121905-93061,14,"7,577,677",75776770.0,730 BOULEVARD DU CURE-BOIVIN   BOISBRAIND  J7G 2A7,3476150188,Ship And Boat Building And Repairing,333700.0,1285364.0,233066.0,2869377.0,1584013.0,1914562.0,1.2565694584473004
449,Ozon Holdings PLC,OZON,NASDAQ Global Select,30.0,"33,000,000","$990,000,000",2020-11-24,/market-activity/ipos/overview?dealId=1133299-94591,13432,"179,230,154",5376904620.0,"ARCH. MAKARIOU III, 2-4, CAPITAL CENTER 9TH FLOOR  NICOSIA  1065",357 22 360000,Retail-Catalog and Mail-Order Houses,-300000000.0,181000000.0,-299000000.0,968000000.0,786000000.0,619000000.0,0.8026070763500931
